scenario_id	realisation	source_address	source_key_hex	optimizer_address	optimizer_key_hex
LOCAL_TREE-GRADUAL-SEVERE	32	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=032	ae3d5064fb64394a	DT-I05-NST-v1|EXT|OPTIMISER|stream=ae3d5064fb64394a	ef02bfd2cf7d86f4
LOCAL_TREE-GRADUAL-SEVERE	33	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=033	653135d1940c7f7c	DT-I05-NST-v1|EXT|OPTIMISER|stream=653135d1940c7f7c	020e8ccc5eed3a64
LOCAL_TREE-GRADUAL-SEVERE	34	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=034	b5924b7d12ac082f	DT-I05-NST-v1|EXT|OPTIMISER|stream=b5924b7d12ac082f	f0551802f004d67a
LOCAL_TREE-GRADUAL-SEVERE	35	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=035	bfa32064c891b67c	DT-I05-NST-v1|EXT|OPTIMISER|stream=bfa32064c891b67c	7c91a76da8e1ca96
LOCAL_TREE-GRADUAL-SEVERE	36	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=036	4e1727b24126ed88	DT-I05-NST-v1|EXT|OPTIMISER|stream=4e1727b24126ed88	a6d733e97c8aa67b
LOCAL_TREE-GRADUAL-SEVERE	37	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=037	16ae9cc58ae87d05	DT-I05-NST-v1|EXT|OPTIMISER|stream=16ae9cc58ae87d05	670b6c6e1d097479
LOCAL_TREE-GRADUAL-SEVERE	38	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=038	7d6ab3a02975a80d	DT-I05-NST-v1|EXT|OPTIMISER|stream=7d6ab3a02975a80d	0481bea51b2465f4
LOCAL_TREE-GRADUAL-SEVERE	39	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=039	9b3f1a6e48c58e0f	DT-I05-NST-v1|EXT|OPTIMISER|stream=9b3f1a6e48c58e0f	a879706b4fc6bd2b
LOCAL_TREE-GRADUAL-SEVERE	40	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=040	dadd27001b745bc9	DT-I05-NST-v1|EXT|OPTIMISER|stream=dadd27001b745bc9	ee894b5ec9985383
LOCAL_TREE-GRADUAL-SEVERE	41	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=041	93c36c8b439a90af	DT-I05-NST-v1|EXT|OPTIMISER|stream=93c36c8b439a90af	a1af184376c137d6
LOCAL_TREE-GRADUAL-SEVERE	42	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=042	ae9b07add359a8d1	DT-I05-NST-v1|EXT|OPTIMISER|stream=ae9b07add359a8d1	5367252022ab096e
LOCAL_TREE-GRADUAL-SEVERE	43	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=043	80e68a62a9f2079f	DT-I05-NST-v1|EXT|OPTIMISER|stream=80e68a62a9f2079f	bb04f470013e814e
LOCAL_TREE-GRADUAL-SEVERE	44	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=044	22f02fabc17430cc	DT-I05-NST-v1|EXT|OPTIMISER|stream=22f02fabc17430cc	8a4b39b3e985c95c
LOCAL_TREE-GRADUAL-SEVERE	45	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=045	8c0d43f96057f434	DT-I05-NST-v1|EXT|OPTIMISER|stream=8c0d43f96057f434	7b7872a05654880b
LOCAL_TREE-GRADUAL-SEVERE	46	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=046	bb1fdb696a0d50a3	DT-I05-NST-v1|EXT|OPTIMISER|stream=bb1fdb696a0d50a3	a365f5f3334a383a
LOCAL_TREE-GRADUAL-SEVERE	47	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=047	12078578a134948f	DT-I05-NST-v1|EXT|OPTIMISER|stream=12078578a134948f	124e9af4fc69223c
LOCAL_TREE-GRADUAL-SEVERE	48	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=048	3263d593419288a1	DT-I05-NST-v1|EXT|OPTIMISER|stream=3263d593419288a1	35cadbb940f5b493
LOCAL_TREE-GRADUAL-SEVERE	49	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=049	5b2d409b12925168	DT-I05-NST-v1|EXT|OPTIMISER|stream=5b2d409b12925168	2f293b5e6d390324
LOCAL_TREE-GRADUAL-SEVERE	50	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=050	e520e7c1c5944b3d	DT-I05-NST-v1|EXT|OPTIMISER|stream=e520e7c1c5944b3d	d881baa977a3b0d4
LOCAL_TREE-GRADUAL-SEVERE	51	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=051	3d10a8a37d838e4b	DT-I05-NST-v1|EXT|OPTIMISER|stream=3d10a8a37d838e4b	a4aa98907b83f069
LOCAL_TREE-GRADUAL-SEVERE	52	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=052	2ed4a37612b890f2	DT-I05-NST-v1|EXT|OPTIMISER|stream=2ed4a37612b890f2	a032469b881ab3fe
LOCAL_TREE-GRADUAL-SEVERE	53	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=053	0772b71631462f2b	DT-I05-NST-v1|EXT|OPTIMISER|stream=0772b71631462f2b	e1e7fe3187956dad
LOCAL_TREE-GRADUAL-SEVERE	54	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=054	8ca66511420e73b2	DT-I05-NST-v1|EXT|OPTIMISER|stream=8ca66511420e73b2	d7a16dfa152081e8
LOCAL_TREE-GRADUAL-SEVERE	55	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=055	c2f8d0e2e4ae26ab	DT-I05-NST-v1|EXT|OPTIMISER|stream=c2f8d0e2e4ae26ab	f13eb095bd8c3607
LOCAL_TREE-GRADUAL-SEVERE	56	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=056	d2c565bc84259a81	DT-I05-NST-v1|EXT|OPTIMISER|stream=d2c565bc84259a81	8b6e86a253937317
LOCAL_TREE-GRADUAL-SEVERE	57	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=057	8a0ed711f68be66b	DT-I05-NST-v1|EXT|OPTIMISER|stream=8a0ed711f68be66b	624d797963f8fc4e
LOCAL_TREE-GRADUAL-SEVERE	58	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=058	5b9bfb7740354c63	DT-I05-NST-v1|EXT|OPTIMISER|stream=5b9bfb7740354c63	d2579faf998814e0
LOCAL_TREE-GRADUAL-SEVERE	59	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=059	620b81e65f413edf	DT-I05-NST-v1|EXT|OPTIMISER|stream=620b81e65f413edf	de868c747f21b095
LOCAL_TREE-GRADUAL-SEVERE	60	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=060	8d84da411bf4ec2a	DT-I05-NST-v1|EXT|OPTIMISER|stream=8d84da411bf4ec2a	dae3f4cf782c9f55
LOCAL_TREE-GRADUAL-SEVERE	61	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=061	a04a236edd28df31	DT-I05-NST-v1|EXT|OPTIMISER|stream=a04a236edd28df31	ff7c0d6c437e5a63
LOCAL_TREE-GRADUAL-SEVERE	62	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=062	2af5ac286d96a58a	DT-I05-NST-v1|EXT|OPTIMISER|stream=2af5ac286d96a58a	f88e1a314e4cc790
LOCAL_TREE-GRADUAL-SEVERE	63	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=063	c7cb935a6ce36a73	DT-I05-NST-v1|EXT|OPTIMISER|stream=c7cb935a6ce36a73	be445db774be6b23
LOCAL_TREE-GRADUAL-SEVERE	64	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=064	b1b2006b78b35692	DT-I05-NST-v1|EXT|OPTIMISER|stream=b1b2006b78b35692	8c7993062ac52df2
LOCAL_TREE-GRADUAL-SEVERE	65	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=065	db2147382ebbe173	DT-I05-NST-v1|EXT|OPTIMISER|stream=db2147382ebbe173	db810a4b9dcfb81b
LOCAL_TREE-GRADUAL-SEVERE	66	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=066	f88e9e4ce909e7af	DT-I05-NST-v1|EXT|OPTIMISER|stream=f88e9e4ce909e7af	33f4e480b5cbbf69
LOCAL_TREE-GRADUAL-SEVERE	67	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=067	5bc0f55488001a0c	DT-I05-NST-v1|EXT|OPTIMISER|stream=5bc0f55488001a0c	d3b937373523bed5
LOCAL_TREE-GRADUAL-SEVERE	68	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=068	62a12321aa5f1724	DT-I05-NST-v1|EXT|OPTIMISER|stream=62a12321aa5f1724	14f1afe346b0d018
LOCAL_TREE-GRADUAL-SEVERE	69	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=069	7bcfdc7f2f8e94e6	DT-I05-NST-v1|EXT|OPTIMISER|stream=7bcfdc7f2f8e94e6	2d3c4e9e51b940c6
LOCAL_TREE-GRADUAL-SEVERE	70	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=070	4de3ad0d73cbb802	DT-I05-NST-v1|EXT|OPTIMISER|stream=4de3ad0d73cbb802	fed6eb310e405132
LOCAL_TREE-GRADUAL-SEVERE	71	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=071	77e77bf35231a14b	DT-I05-NST-v1|EXT|OPTIMISER|stream=77e77bf35231a14b	933ba560d19b2be6
LOCAL_TREE-GRADUAL-SEVERE	72	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=072	525d388a17ced18c	DT-I05-NST-v1|EXT|OPTIMISER|stream=525d388a17ced18c	b5b846a08ad7768a
LOCAL_TREE-GRADUAL-SEVERE	73	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=073	39547549773d38d5	DT-I05-NST-v1|EXT|OPTIMISER|stream=39547549773d38d5	cf76089439125b6e
LOCAL_TREE-GRADUAL-SEVERE	74	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=074	f0a1da9acc8c66e8	DT-I05-NST-v1|EXT|OPTIMISER|stream=f0a1da9acc8c66e8	560500a2c5f17e52
LOCAL_TREE-GRADUAL-SEVERE	75	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=075	d0dea601c2d4911b	DT-I05-NST-v1|EXT|OPTIMISER|stream=d0dea601c2d4911b	5dc92118c6f50698
LOCAL_TREE-GRADUAL-SEVERE	76	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=076	5bc7ea1982533909	DT-I05-NST-v1|EXT|OPTIMISER|stream=5bc7ea1982533909	c571527c2304d6c3
LOCAL_TREE-GRADUAL-SEVERE	77	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=077	ba5c2f9770038c16	DT-I05-NST-v1|EXT|OPTIMISER|stream=ba5c2f9770038c16	50b8fc0f694f716b
LOCAL_TREE-GRADUAL-SEVERE	78	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=078	7ae7a77795bd5b0f	DT-I05-NST-v1|EXT|OPTIMISER|stream=7ae7a77795bd5b0f	90821867953b50f5
LOCAL_TREE-GRADUAL-SEVERE	79	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-GRADUAL-SEVERE|r=079	96f4031b0397b299	DT-I05-NST-v1|EXT|OPTIMISER|stream=96f4031b0397b299	51a5bb75d56da12d
LOCAL_TREE-RECURRENT-MILD	0	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=000	89af370fa0768174	DT-I05-NST-v1|EXT|OPTIMISER|stream=89af370fa0768174	87b88a7dd98fe656
LOCAL_TREE-RECURRENT-MILD	1	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=001	8dfe4b2b6b0791d6	DT-I05-NST-v1|EXT|OPTIMISER|stream=8dfe4b2b6b0791d6	b0a6a1c3e658e3d5
LOCAL_TREE-RECURRENT-MILD	2	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=002	8577045392dd3ce8	DT-I05-NST-v1|EXT|OPTIMISER|stream=8577045392dd3ce8	3653d6919e982685
LOCAL_TREE-RECURRENT-MILD	3	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=003	72d8a10a1588dfdd	DT-I05-NST-v1|EXT|OPTIMISER|stream=72d8a10a1588dfdd	3724931b8c7c7e79
LOCAL_TREE-RECURRENT-MILD	4	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=004	86271f7ef86557fd	DT-I05-NST-v1|EXT|OPTIMISER|stream=86271f7ef86557fd	65112cc14563a0f8
LOCAL_TREE-RECURRENT-MILD	5	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=005	6cf05bfa27a16c99	DT-I05-NST-v1|EXT|OPTIMISER|stream=6cf05bfa27a16c99	96b8c270403b0de5
LOCAL_TREE-RECURRENT-MILD	6	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=006	a0ebc53bff8ca909	DT-I05-NST-v1|EXT|OPTIMISER|stream=a0ebc53bff8ca909	d4a2c22677bac568
LOCAL_TREE-RECURRENT-MILD	7	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=007	27bf80120ba73035	DT-I05-NST-v1|EXT|OPTIMISER|stream=27bf80120ba73035	a4928d5881ab31cc
LOCAL_TREE-RECURRENT-MILD	8	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=008	100b432f82722f76	DT-I05-NST-v1|EXT|OPTIMISER|stream=100b432f82722f76	8aed86dfca3dc6cf
LOCAL_TREE-RECURRENT-MILD	9	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=009	0bba394adf423295	DT-I05-NST-v1|EXT|OPTIMISER|stream=0bba394adf423295	9a364b5a4c139738
LOCAL_TREE-RECURRENT-MILD	10	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=010	dedba40f909d3b91	DT-I05-NST-v1|EXT|OPTIMISER|stream=dedba40f909d3b91	fa0ef4411de03818
LOCAL_TREE-RECURRENT-MILD	11	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=011	1729de6f37eb3b65	DT-I05-NST-v1|EXT|OPTIMISER|stream=1729de6f37eb3b65	0929b944652e1c96
LOCAL_TREE-RECURRENT-MILD	12	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=012	9c92ed4683b6b9de	DT-I05-NST-v1|EXT|OPTIMISER|stream=9c92ed4683b6b9de	a7f0a39dfd4281ac
LOCAL_TREE-RECURRENT-MILD	13	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=013	ca9a82757d5b18d5	DT-I05-NST-v1|EXT|OPTIMISER|stream=ca9a82757d5b18d5	ec0a8865c15e3674
LOCAL_TREE-RECURRENT-MILD	14	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=014	2fc0b2d2dee2f2cd	DT-I05-NST-v1|EXT|OPTIMISER|stream=2fc0b2d2dee2f2cd	22fe06a970eff122
LOCAL_TREE-RECURRENT-MILD	15	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=015	ee688ee2066700eb	DT-I05-NST-v1|EXT|OPTIMISER|stream=ee688ee2066700eb	6c325e87dcac2e01
LOCAL_TREE-RECURRENT-MILD	16	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=016	95eb153a34ee6500	DT-I05-NST-v1|EXT|OPTIMISER|stream=95eb153a34ee6500	fa31ae290c2b48a5
LOCAL_TREE-RECURRENT-MILD	17	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=017	f160fa8e830678bb	DT-I05-NST-v1|EXT|OPTIMISER|stream=f160fa8e830678bb	515c5f387c05a9e2
LOCAL_TREE-RECURRENT-MILD	18	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=018	ad23a18a6d1cc3c1	DT-I05-NST-v1|EXT|OPTIMISER|stream=ad23a18a6d1cc3c1	a0b3d084b05fba64
LOCAL_TREE-RECURRENT-MILD	19	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=019	329c5be337aa9979	DT-I05-NST-v1|EXT|OPTIMISER|stream=329c5be337aa9979	eef00d7c3d886b4b
LOCAL_TREE-RECURRENT-MILD	20	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=020	f9139b926fe70f09	DT-I05-NST-v1|EXT|OPTIMISER|stream=f9139b926fe70f09	93dbb417cb14f3bd
LOCAL_TREE-RECURRENT-MILD	21	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=021	f2d2032056a616a0	DT-I05-NST-v1|EXT|OPTIMISER|stream=f2d2032056a616a0	c71f6e8690d84779
LOCAL_TREE-RECURRENT-MILD	22	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=022	52f7f763cfb0aea4	DT-I05-NST-v1|EXT|OPTIMISER|stream=52f7f763cfb0aea4	32f64b1fc25ad9f6
LOCAL_TREE-RECURRENT-MILD	23	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=023	a5ea7ae1113f4041	DT-I05-NST-v1|EXT|OPTIMISER|stream=a5ea7ae1113f4041	069c662478c8d3e6
LOCAL_TREE-RECURRENT-MILD	24	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=024	c1d0a81711329b52	DT-I05-NST-v1|EXT|OPTIMISER|stream=c1d0a81711329b52	0fe4c983a3dabc6a
LOCAL_TREE-RECURRENT-MILD	25	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=025	4fa1378800f6aa78	DT-I05-NST-v1|EXT|OPTIMISER|stream=4fa1378800f6aa78	13f30fbb4335c8fe
LOCAL_TREE-RECURRENT-MILD	26	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=026	4f11f168baba6009	DT-I05-NST-v1|EXT|OPTIMISER|stream=4f11f168baba6009	135516aee5a3e5bd
LOCAL_TREE-RECURRENT-MILD	27	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=027	fb601bcfefd66aa8	DT-I05-NST-v1|EXT|OPTIMISER|stream=fb601bcfefd66aa8	a3bce269cb35b7a5
LOCAL_TREE-RECURRENT-MILD	28	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=028	7ef112bd5c022945	DT-I05-NST-v1|EXT|OPTIMISER|stream=7ef112bd5c022945	50348a68a125a980
LOCAL_TREE-RECURRENT-MILD	29	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=029	f08be1aab4f2f196	DT-I05-NST-v1|EXT|OPTIMISER|stream=f08be1aab4f2f196	a98f5dc104cf13f0
LOCAL_TREE-RECURRENT-MILD	30	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=030	4ff4e88d34b7e77c	DT-I05-NST-v1|EXT|OPTIMISER|stream=4ff4e88d34b7e77c	7fc9f467365cdbb4
LOCAL_TREE-RECURRENT-MILD	31	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=031	04366ff3fcfa859c	DT-I05-NST-v1|EXT|OPTIMISER|stream=04366ff3fcfa859c	d08f4c4a96a11fe1
LOCAL_TREE-RECURRENT-MILD	32	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=032	e840c321d80c9555	DT-I05-NST-v1|EXT|OPTIMISER|stream=e840c321d80c9555	a5b96a31ad65b65d
LOCAL_TREE-RECURRENT-MILD	33	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=033	3f96cfe5be311fde	DT-I05-NST-v1|EXT|OPTIMISER|stream=3f96cfe5be311fde	ba3da12ccb655c99
LOCAL_TREE-RECURRENT-MILD	34	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=034	7a163c32b0e1339a	DT-I05-NST-v1|EXT|OPTIMISER|stream=7a163c32b0e1339a	f5b493362790428e
LOCAL_TREE-RECURRENT-MILD	35	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=035	cd3d92655a6f4bc8	DT-I05-NST-v1|EXT|OPTIMISER|stream=cd3d92655a6f4bc8	73519ea2427ddc18
LOCAL_TREE-RECURRENT-MILD	36	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=036	e8a7f8664f1655c9	DT-I05-NST-v1|EXT|OPTIMISER|stream=e8a7f8664f1655c9	d984571238aa6d78
LOCAL_TREE-RECURRENT-MILD	37	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=037	038f80faa552ae99	DT-I05-NST-v1|EXT|OPTIMISER|stream=038f80faa552ae99	54efdb30925f63c6
LOCAL_TREE-RECURRENT-MILD	38	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=038	ce909f1a01bcf35f	DT-I05-NST-v1|EXT|OPTIMISER|stream=ce909f1a01bcf35f	5bbff2c12ea2c804
LOCAL_TREE-RECURRENT-MILD	39	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=039	99864ea88df7327c	DT-I05-NST-v1|EXT|OPTIMISER|stream=99864ea88df7327c	2b97e41e74d806c6
LOCAL_TREE-RECURRENT-MILD	40	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=040	47103c7e52d064ac	DT-I05-NST-v1|EXT|OPTIMISER|stream=47103c7e52d064ac	5e28d54a8929ed70
LOCAL_TREE-RECURRENT-MILD	41	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=041	b81edc5749e33dc0	DT-I05-NST-v1|EXT|OPTIMISER|stream=b81edc5749e33dc0	ea5834ff0feacc15
LOCAL_TREE-RECURRENT-MILD	42	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=042	9b2e66c0abb5809b	DT-I05-NST-v1|EXT|OPTIMISER|stream=9b2e66c0abb5809b	e7289541c59fa832
LOCAL_TREE-RECURRENT-MILD	43	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=043	bd9f7c8f683ccce0	DT-I05-NST-v1|EXT|OPTIMISER|stream=bd9f7c8f683ccce0	1789b14009f5be9d
LOCAL_TREE-RECURRENT-MILD	44	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=044	dff569c9a995c4b1	DT-I05-NST-v1|EXT|OPTIMISER|stream=dff569c9a995c4b1	6d55b4278c7f896e
LOCAL_TREE-RECURRENT-MILD	45	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=045	4d2919273e7618d0	DT-I05-NST-v1|EXT|OPTIMISER|stream=4d2919273e7618d0	c6731177f15c88e4
LOCAL_TREE-RECURRENT-MILD	46	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=046	8a1aa5914d8b83a5	DT-I05-NST-v1|EXT|OPTIMISER|stream=8a1aa5914d8b83a5	0f701adce748f70c
LOCAL_TREE-RECURRENT-MILD	47	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=047	7f69eae5406df36e	DT-I05-NST-v1|EXT|OPTIMISER|stream=7f69eae5406df36e	67f9dc6a5d2b3b3c
LOCAL_TREE-RECURRENT-MILD	48	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=048	433187ca2ef6e44e	DT-I05-NST-v1|EXT|OPTIMISER|stream=433187ca2ef6e44e	f623c92cc411df47
LOCAL_TREE-RECURRENT-MILD	49	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=049	09eafb2751157ced	DT-I05-NST-v1|EXT|OPTIMISER|stream=09eafb2751157ced	3af1e90867232e3f
LOCAL_TREE-RECURRENT-MILD	50	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=050	b9c35586f3f42890	DT-I05-NST-v1|EXT|OPTIMISER|stream=b9c35586f3f42890	f3067058558f9f35
LOCAL_TREE-RECURRENT-MILD	51	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=051	b90e0572495f88d9	DT-I05-NST-v1|EXT|OPTIMISER|stream=b90e0572495f88d9	af5fa23a0cef9e0e
LOCAL_TREE-RECURRENT-MILD	52	DT-I05-NST-v1|EXT|SOURCE|scenario=LOCAL_TREE-RECURRENT-MILD|r=052	9bda87d3be66bb7c	DT-I05-NST-v1|EXT|OPTIMISER|stream=9bda87d3be66bb7c	79326b1f8c90f4c9
